Game,Tipoff,Season,Score,Over_Under,Home_Line
HOU @ OKC,Oct 21 7:30 PM,2025,124-125,226.0,-6.5
GSW @ LAL,Oct 21 10:00 PM,2025,119-109,227.5,-1.0
BKN @ CHA,Oct 22 7:00 PM,2025,117-136,228.5,-5.0
CLE @ NYK,Oct 22 7:00 PM,2025,111-119,229.0,-1.0
MIA @ ORL,Oct 22 7:00 PM,2025,121-125,215.5,-8.0
TOR @ ATL,Oct 22 7:30 PM,2025,138-118,237.5,-5.5
PHI @ BOS,Oct 22 7:30 PM,2025,117-116,230.0,-5.5
DET @ CHI,Oct 22 8:00 PM,2025,111-115,236.5,3.0
NOP @ MEM,Oct 22 8:00 PM,2025,122-128,236.5,-4.0
WAS @ MIL,Oct 22 8:00 PM,2025,120-133,228.0,-10.0
LAC @ UTA,Oct 22 9:00 PM,2025,108-129,225.5,9.5
SAS @ DAL,Oct 22 9:30 PM,2025,125-92,224.0,-3.5
SAC @ PHX,Oct 22 10:00 PM,2025,116-120,228.5,-3.5
MIN @ POR,Oct 22 10:00 PM,2025,118-114,222.5,4.5
OKC @ IND,Oct 23 7:30 PM,2025,141-135,231.5,7.5
DEN @ GSW,Oct 23 10:00 PM,2025,131-137,233.0,-1.5
MIL @ TOR,Oct 24 6:30 PM,2025,122-116,235.5,-2.0
ATL @ ORL,Oct 24 7:00 PM,2025,111-107,235.5,-5.5
CLE @ BKN,Oct 24 7:30 PM,2025,131-124,230.0,11.5
BOS @ NYK,Oct 24 7:30 PM,2025,95-105,231.5,-3.5
DET @ HOU,Oct 24 8:00 PM,2025,115-111,226.5,-6.5
MIA @ MEM,Oct 24 8:00 PM,2025,146-114,232.5,-3.0
SAS @ NOP,Oct 24 8:00 PM,2025,120-116,233.5,4.0
WAS @ DAL,Oct 24 8:30 PM,2025,117-107,228.5,-9.0
MIN @ LAL,Oct 24 10:00 PM,2025,110-128,226.0,1.5
GSW @ POR,Oct 24 10:00 PM,2025,119-139,228.5,2.5
UTA @ SAC,Oct 24 10:00 PM,2025,104-105,235.0,-5.5
PHX @ LAC,Oct 24 10:30 PM,2025,102-129,223.5,-10.0
CHI @ ORL,Oct 25 7:00 PM,2025,110-98,233.0,-6.0
OKC @ ATL,Oct 25 7:30 PM,2025,117-100,237.0,8.5
CHA @ PHI,Oct 25 7:30 PM,2025,121-125,237.0,-4.5
IND @ MEM,Oct 25 8:00 PM,2025,103-128,240.5,-2.0
PHX @ DEN,Oct 25 9:00 PM,2025,111-133,233.5,-13.0
BKN @ SAS,Oct 26 2:00 PM,2025,107-118,227.5,-10.5
BOS @ DET,Oct 26 3:30 PM,2025,113-119,227.0,-2.5
MIL @ CLE,Oct 26 6:00 PM,2025,113-118,234.0,-6.5
NYK @ MIA,Oct 26 6:00 PM,2025,107-115,230.5,3.5
CHA @ WAS,Oct 26 6:00 PM,2025,139-113,240.0,-1.5
IND @ MIN,Oct 26 7:00 PM,2025,110-114,228.5,-12.0
TOR @ DAL,Oct 26 7:30 PM,2025,129-139,232.0,-1.0
POR @ LAC,Oct 26 9:00 PM,2025,107-114,225.0,-8.5
LAL @ SAC,Oct 26 9:00 PM,2025,127-120,224.5,-3.5
CLE @ DET,Oct 27 7:00 PM,2025,116-95,231.5,2.0
ORL @ PHI,Oct 27 7:00 PM,2025,124-136,227.0,6.5
ATL @ CHI,Oct 27 8:00 PM,2025,123-128,244.0,-1.5
BKN @ HOU,Oct 27 8:00 PM,2025,109-137,225.0,-16.0
BOS @ NOP,Oct 27 8:00 PM,2025,122-90,231.5,-2.0
TOR @ SAS,Oct 27 8:00 PM,2025,103-121,232.5,-4.5
OKC @ DAL,Oct 27 8:30 PM,2025,101-94,225.5,8.5
PHX @ UTA,Oct 27 9:00 PM,2025,134-138,230.0,-1.5
DEN @ MIN,Oct 27 9:30 PM,2025,127-114,229.5,6.0
MEM @ GSW,Oct 27 10:00 PM,2025,118-131,240.5,-8.0
POR @ LAL,Oct 27 10:30 PM,2025,122-108,227.5,3.5
PHI @ WAS,Oct 28 7:00 PM,2025,139-134,237.5,5.5
CHA @ MIA,Oct 28 7:30 PM,2025,117-144,241.5,-6.5
NYK @ MIL,Oct 28 8:00 PM,2025,111-121,229.5,1.5
SAC @ OKC,Oct 28 8:00 PM,2025,101-107,227.5,-10.5
LAC @ GSW,Oct 28 11:00 PM,2025,79-98,224.0,-1.5
HOU @ TOR,Oct 29 6:30 PM,2025,139-121,233.5,5.5
CLE @ BOS,Oct 29 7:00 PM,2025,105-125,233.5,3.5
ORL @ DET,Oct 29 7:00 PM,2025,116-135,227.5,1.5
ATL @ BKN,Oct 29 7:30 PM,2025,117-112,239.5,8.0
SAC @ CHI,Oct 29 8:00 PM,2025,113-126,238.0,-4.5
IND @ DAL,Oct 29 8:30 PM,2025,105-107,229.5,-6.0
NOP @ DEN,Oct 29 9:00 PM,2025,88-122,238.0,-12.0
POR @ UTA,Oct 29 9:00 PM,2025,136-134,235.5,3.0
LAL @ MIN,Oct 29 9:30 PM,2025,116-115,225.0,-8.0
MEM @ PHX,Oct 29 10:00 PM,2025,114-113,242.0,2.0
ORL @ CHA,Oct 30 7:00 PM,2025,123-107,239.0,3.5
GSW @ MIL,Oct 30 8:00 PM,2025,110-120,228.5,7.5
WAS @ OKC,Oct 30 8:00 PM,2025,108-127,231.5,-15.5
MIA @ SAS,Oct 30 8:30 PM,2025,101-107,228.5,-5.5
SAC @ MIL,Nov 1 5:00 PM,2025,135-133,233.0,-6.5
MIN @ CHA,Nov 1 6:00 PM,2025,122-105,234.5,4.5
GSW @ IND,Nov 1 7:00 PM,2025,109-114,230.0,11.0
ORL @ WAS,Nov 1 7:00 PM,2025,125-94,234.0,9.0
HOU @ BOS,Nov 1 8:00 PM,2025,128-101,226.5,4.5
DAL @ DET,Nov 1 10:00 PM,2025,110-122,227.5,-7.5
MIN @ BKN,Nov 3 7:00 PM,2025,125-109,226.0,10.0
MIL @ IND,Nov 3 7:00 PM,2025,117-115,235.5,6.5
UTA @ BOS,Nov 3 7:30 PM,2025,105-103,233.0,-10.5
WAS @ NYK,Nov 3 7:30 PM,2025,102-119,234.0,-13.0
DAL @ HOU,Nov 3 8:00 PM,2025,102-110,226.5,-12.5
DET @ MEM,Nov 3 8:00 PM,2025,114-106,236.0,4.0
SAC @ DEN,Nov 3 9:00 PM,2025,124-130,237.0,-11.5
LAL @ POR,Nov 3 10:00 PM,2025,123-115,227.5,-9.5
MIA @ LAC,Nov 3 10:30 PM,2025,120-119,227.5,-7.5
MIL @ TOR,Nov 4 7:30 PM,2025,100-128,237.0,-2.5
ORL @ ATL,Nov 4 8:00 PM,2025,112-127,229.5,3.5
PHI @ CHI,Nov 4 8:00 PM,2025,111-113,240.0,-2.0
CHA @ NOP,Nov 4 8:00 PM,2025,112-116,229.0,-3.0
PHX @ GSW,Nov 4 10:00 PM,2025,107-118,235.5,-10.5
OKC @ LAC,Nov 4 11:00 PM,2025,126-107,219.0,8.5
PHI @ CLE,Nov 5 7:00 PM,2025,121-132,235.0,-12.0
UTA @ DET,Nov 5 7:00 PM,2025,103-114,232.5,-9.5
BKN @ IND,Nov 5 7:00 PM,2025,112-103,233.0,-6.5
WAS @ BOS,Nov 5 7:30 PM,2025,107-136,232.5,-13.0
MIN @ NYK,Nov 5 7:30 PM,2025,114-137,228.5,-3.5
HOU @ MEM,Nov 5 8:00 PM,2025,124-109,232.5,7.0
NOP @ DAL,Nov 5 8:30 PM,2025,101-99,226.0,-8.0
MIA @ DEN,Nov 5 9:00 PM,2025,112-122,242.0,-9.0
SAS @ LAL,Nov 5 10:00 PM,2025,116-118,227.5,-1.0
OKC @ POR,Nov 5 10:00 PM,2025,119-121,231.5,3.5
GSW @ SAC,Nov 5 10:00 PM,2025,116-121,225.5,-3.0
LAC @ PHX,Nov 6 9:00 PM,2025,102-115,224.5,-2.5
BOS @ ORL,Nov 7 7:00 PM,2025,110-123,226.5,-3.5
CLE @ WAS,Nov 7 7:00 PM,2025,148-114,241.0,13.5
TOR @ ATL,Nov 7 7:30 PM,2025,109-97,235.0,-2.5
DET @ BKN,Nov 7 7:30 PM,2025,125-107,227.0,10.5
HOU @ SAS,Nov 7 7:30 PM,2025,110-121,224.5,4.0
DAL @ MEM,Nov 7 8:00 PM,2025,104-118,232.5,-4.0
CHA @ MIA,Nov 7 8:00 PM,2025,108-126,235.0,-7.0
CHI @ MIL,Nov 7 8:00 PM,2025,110-126,240.0,-4.5
UTA @ MIN,Nov 7 8:00 PM,2025,97-137,233.0,-12.5
GSW @ DEN,Nov 7 10:00 PM,2025,104-129,230.5,-9.5
OKC @ SAC,Nov 7 10:00 PM,2025,132-101,234.5,11.5
DAL @ WAS,Nov 8 7:00 PM,2025,111-105,233.0,4.5
TOR @ PHI,Nov 8 7:30 PM,2025,120-130,237.0,-5.0
LAL @ ATL,Nov 8 8:00 PM,2025,102-122,228.5,5.0
CHI @ CLE,Nov 8 8:00 PM,2025,122-128,239.0,-8.5
POR @ MIA,Nov 8 8:00 PM,2025,131-136,242.0,4.0
NOP @ SAS,Nov 8 8:00 PM,2025,119-126,224.5,-11.0
IND @ DEN,Nov 8 9:00 PM,2025,100-117,235.0,-9.5
PHX @ LAC,Nov 8 10:30 PM,2025,114-103,226.5,-4.5
HOU @ MIL,Nov 9 3:30 PM,2025,122-115,232.5,4.0
OKC @ MEM,Nov 9 6:00 PM,2025,114-100,230.5,10.5
BKN @ NYK,Nov 9 6:00 PM,2025,98-134,226.5,-15.5
BOS @ ORL,Nov 9 6:00 PM,2025,111-107,227.5,-3.5
DET @ PHI,Nov 9 7:30 PM,2025,111-108,233.5,4.5
IND @ GSW,Nov 9 8:30 PM,2025,83-114,221.5,-12.5
MIN @ SAC,Nov 9 9:00 PM,2025,144-117,237.5,4.5
LAL @ CHA,Nov 10 7:00 PM,2025,121-111,230.5,8.5
WAS @ DET,Nov 10 7:00 PM,2025,135-137,236.5,-11.0
POR @ ORL,Nov 10 7:00 PM,2025,112-115,235.0,-2.0
CLE @ MIA,Nov 10 7:30 PM,2025,138-140,248.0,7.5
SAS @ CHI,Nov 10 8:00 PM,2025,121-117,235.5,5.0
MIL @ DAL,Nov 10 8:30 PM,2025,116-114,229.0,3.5
NOP @ PHX,Nov 10 9:00 PM,2025,98-121,226.5,-8.5
MIN @ UTA,Nov 10 9:00 PM,2025,120-113,235.5,7.5
ATL @ LAC,Nov 10 10:30 PM,2025,105-102,221.0,-4.5
TOR @ BKN,Nov 11 7:30 PM,2025,119-109,231.5,10.0
MEM @ NYK,Nov 11 7:30 PM,2025,120-133,233.0,-10.0
GSW @ OKC,Nov 11 8:00 PM,2025,102-126,227.5,-8.5
BOS @ PHI,Nov 11 8:00 PM,2025,100-102,230.5,-1.5
IND @ UTA,Nov 11 9:00 PM,2025,128-152,233.5,2.5
DEN @ SAC,Nov 11 11:00 PM,2025,122-108,244.5,8.5
MIL @ CHA,Nov 12 7:00 PM,2025,100-111,228.0,2.5
CHI @ DET,Nov 12 7:00 PM,2025,113-124,230.0,-1.0
ORL @ NYK,Nov 12 7:00 PM,2025,124-107,227.5,-3.5
MEM @ BOS,Nov 12 7:30 PM,2025,95-131,227.5,-8.5
CLE @ MIA,Nov 12 7:30 PM,2025,130-116,239.5,-4.5
WAS @ HOU,Nov 12 8:00 PM,2025,112-135,236.5,-16.5
POR @ NOP,Nov 12 8:00 PM,2025,125-117,232.0,8.0
GSW @ SAS,Nov 12 8:00 PM,2025,125-120,232.5,-3.5
PHX @ DAL,Nov 12 8:30 PM,2025,123-114,227.5,2.0
LAL @ OKC,Nov 12 9:30 PM,2025,92-121,229.5,-8.0
ATL @ SAC,Nov 12 10:00 PM,2025,133-100,230.5,4.5
DEN @ LAC,Nov 12 10:30 PM,2025,130-116,225.0,4.5
TOR @ CLE,Nov 13 7:00 PM,2025,126-113,238.5,-7.5
IND @ PHX,Nov 13 9:00 PM,2025,98-133,233.0,-3.5
ATL @ UTA,Nov 13 9:00 PM,2025,132-122,234.0,1.5
MIA @ NYK,Nov 14 7:00 PM,2025,132-140,240.5,-6.5
BKN @ ORL,Nov 14 7:00 PM,2025,98-105,224.5,-14.5
PHI @ DET,Nov 14 7:30 PM,2025,105-114,229.5,-1.0
POR @ HOU,Nov 14 8:00 PM,2025,116-140,236.5,-7.5
CHA @ MIL,Nov 14 8:00 PM,2025,134-147,238.0,-9.0
SAC @ MIN,Nov 14 8:00 PM,2025,110-124,240.0,-11.5
LAL @ NOP,Nov 14 8:00 PM,2025,118-104,227.5,9.5
LAC @ DAL,Nov 14 8:30 PM,2025,133-127,221.0,3.0
GSW @ SAS,Nov 14 9:30 PM,2025,109-108,233.5,-2.5
MEM @ CLE,Nov 15 5:00 PM,2025,100-108,241.5,-10.5
OKC @ CHA,Nov 15 7:00 PM,2025,109-96,224.0,17.5
TOR @ IND,Nov 15 7:00 PM,2025,129-111,235.5,6.0
LAL @ MIL,Nov 15 8:00 PM,2025,119-95,230.0,-2.0
DEN @ MIN,Nov 15 8:00 PM,2025,123-112,237.0,-2.5
LAC @ BOS,Nov 16 3:30 PM,2025,118-121,219.5,-5.5
SAC @ SAS,Nov 16 4:00 PM,2025,110-123,242.5,-6.5
BKN @ WAS,Nov 16 6:00 PM,2025,129-106,231.5,-2.5
ORL @ HOU,Nov 16 7:00 PM,2025,113-117,223.5,-7.5
GSW @ NOP,Nov 16 7:00 PM,2025,124-106,226.5,11.0
POR @ DAL,Nov 16 7:30 PM,2025,133-138,236.5,2.5
ATL @ PHX,Nov 16 8:00 PM,2025,124-122,226.0,-1.5
CHI @ UTA,Nov 16 8:00 PM,2025,147-150,244.5,4.5
MIL @ CLE,Nov 17 7:00 PM,2025,106-118,235.0,-6.0
IND @ DET,Nov 17 7:00 PM,2025,112-127,230.5,-8.0
LAC @ PHI,Nov 17 7:00 PM,2025,108-110,222.5,-5.5
NYK @ MIA,Nov 17 7:30 PM,2025,113-115,244.5,-1.0
CHA @ TOR,Nov 17 7:30 PM,2025,108-110,240.0,-7.5
DAL @ MIN,Nov 17 8:00 PM,2025,96-120,232.5,-14.0
OKC @ NOP,Nov 17 8:00 PM,2025,126-109,223.0,18.5
CHI @ DEN,Nov 17 9:00 PM,2025,130-127,241.0,-12.5
GSW @ ORL,Nov 18 7:00 PM,2025,113-121,223.5,2.0
DET @ ATL,Nov 18 7:30 PM,2025,120-112,227.0,-1.0
BOS @ BKN,Nov 18 7:30 PM,2025,113-99,223.0,11.5
MEM @ SAS,Nov 18 8:00 PM,2025,101-111,234.0,-6.0
UTA @ LAL,Nov 18 10:30 PM,2025,126-140,239.5,-13.0
PHX @ POR,Nov 18 11:00 PM,2025,127-110,235.5,-2.0
HOU @ CLE,Nov 19 7:00 PM,2025,114-104,233.5,-1.0
CHA @ IND,Nov 19 7:00 PM,2025,118-127,238.0,1.5
TOR @ PHI,Nov 19 7:00 PM,2025,121-112,234.0,-1.0
GSW @ MIA,Nov 19 7:30 PM,2025,96-110,234.5,-10.5
WAS @ MIN,Nov 19 8:00 PM,2025,109-120,240.0,-16.5
DEN @ NOP,Nov 19 8:00 PM,2025,125-118,235.0,10.5
SAC @ OKC,Nov 19 8:00 PM,2025,99-113,232.5,-18.5
NYK @ DAL,Nov 19 9:30 PM,2025,113-111,233.5,8.5
CHI @ POR,Nov 19 10:00 PM,2025,122-121,245.0,3.5
LAC @ ORL,Nov 20 7:00 PM,2025,101-129,218.5,-6.5
SAC @ MEM,Nov 20 8:00 PM,2025,96-137,234.5,-3.5
PHI @ MIL,Nov 20 8:00 PM,2025,123-114,223.5,1.5
ATL @ SAS,Nov 20 8:00 PM,2025,126-135,233.5,-1.0
IND @ CLE,Nov 21 7:00 PM,2025,109-120,241.5,-13.5
BKN @ BOS,Nov 21 7:30 PM,2025,113-105,222.0,-13.5
WAS @ TOR,Nov 21 7:30 PM,2025,110-140,239.0,-14.0
MIA @ CHI,Nov 21 8:00 PM,2025,143-107,250.5,-2.5
NOP @ DAL,Nov 21 8:30 PM,2025,115-118,234.0,-3.5
MIN @ PHX,Nov 21 9:00 PM,2025,113-114,230.5,4.5
DEN @ HOU,Nov 21 9:30 PM,2025,112-109,234.0,-3.0
POR @ GSW,Nov 21 10:00 PM,2025,127-123,236.5,-10.0
OKC @ UTA,Nov 21 10:00 PM,2025,144-112,234.0,16.5
LAC @ CHA,Nov 22 1:00 PM,2025,131-116,227.5,-1.0
NYK @ ORL,Nov 22 5:00 PM,2025,121-133,230.5,-1.5
ATL @ NOP,Nov 22 7:00 PM,2025,115-98,232.5,10.0
WAS @ CHI,Nov 22 8:00 PM,2025,120-121,246.0,-12.5
DET @ MIL,Nov 22 8:00 PM,2025,129-116,226.0,8.0
MEM @ DAL,Nov 22 8:30 PM,2025,102-96,229.5,-1.0
SAC @ DEN,Nov 22 10:00 PM,2025,128-123,240.5,-10.5
MIA @ PHI,Nov 23 1:00 PM,2025,127-117,240.5,-1.0
CHA @ ATL,Nov 23 6:00 PM,2025,110-113,229.0,-8.0
ORL @ BOS,Nov 23 6:00 PM,2025,129-138,223.5,-4.5
LAC @ CLE,Nov 23 6:00 PM,2025,105-120,229.5,-7.5
BKN @ TOR,Nov 23 6:00 PM,2025,109-119,229.5,-11.5
POR @ OKC,Nov 23 7:00 PM,2025,95-122,233.5,-16.0
SAS @ PHX,Nov 23 8:00 PM,2025,102-111,234.0,-1.5
LAL @ UTA,Nov 23 8:00 PM,2025,108-106,245.0,9.0
DET @ IND,Nov 24 7:00 PM,2025,122-117,236.5,10.0
CLE @ TOR,Nov 24 7:00 PM,2025,99-110,231.5,-1.5
NYK @ BKN,Nov 24 7:30 PM,2025,113-100,229.0,12.5
DAL @ MIA,Nov 24 7:30 PM,2025,102-106,240.5,-7.5
DEN @ MEM,Nov 24 8:00 PM,2025,125-115,236.0,6.5
POR @ MIL,Nov 24 8:00 PM,2025,115-103,230.5,-1.0
CHI @ NOP,Nov 24 8:00 PM,2025,130-143,244.5,5.0
HOU @ PHX,Nov 24 9:30 PM,2025,114-92,222.5,6.5
UTA @ GSW,Nov 24 10:00 PM,2025,117-134,239.5,-13.5
MIN @ SAC,Nov 24 10:00 PM,2025,112-117,238.0,10.5
ATL @ WAS,Nov 25 7:00 PM,2025,113-132,240.0,11.0
ORL @ PHI,Nov 25 8:00 PM,2025,144-103,229.5,-1.5
LAC @ LAL,Nov 25 11:00 PM,2025,118-135,228.0,-6.0
DET @ BOS,Nov 26 5:00 PM,2025,114-117,234.0,2.0
NYK @ CHA,Nov 26 7:00 PM,2025,129-101,242.5,6.5
MIL @ MIA,Nov 26 7:30 PM,2025,103-106,237.0,-10.5
MIN @ OKC,Nov 26 7:30 PM,2025,105-113,226.5,-10.5
IND @ TOR,Nov 26 7:30 PM,2025,95-97,234.0,-10.0
MEM @ NOP,Nov 26 8:00 PM,2025,133-128,236.0,3.5
HOU @ GSW,Nov 26 10:00 PM,2025,104-100,224.5,-3.5
SAS @ POR,Nov 26 10:00 PM,2025,115-102,240.0,-1.0
PHX @ SAC,Nov 26 10:00 PM,2025,112-100,233.5,4.5
CLE @ ATL,Nov 28 7:30 PM,2025,123-130,236.5,6.5
PHI @ BKN,Nov 28 7:30 PM,2025,115-103,221.5,6.5
CHI @ CHA,Nov 28 7:30 PM,2025,116-123,248.5,3.0
ORL @ DET,Nov 28 7:30 PM,2025,112-109,230.5,-3.5
WAS @ IND,Nov 28 7:30 PM,2025,86-119,240.5,-6.0
MIL @ NYK,Nov 28 7:30 PM,2025,109-118,232.5,-7.5
SAS @ DEN,Nov 28 9:30 PM,2025,139-136,238.5,-7.0
PHX @ OKC,Nov 28 9:30 PM,2025,119-123,223.5,-14.5
SAC @ UTA,Nov 28 9:30 PM,2025,119-128,242.0,-2.5
MEM @ LAC,Nov 28 10:00 PM,2025,112-107,224.0,-6.5
DAL @ LAL,Nov 28 10:00 PM,2025,119-129,232.5,-10.0
BOS @ MIN,Nov 29 5:00 PM,2025,115-119,229.5,-6.0
TOR @ CHA,Nov 29 6:00 PM,2025,111-118,234.0,6.5
CHI @ IND,Nov 29 7:30 PM,2025,101-103,240.5,2.5
DET @ MIA,Nov 29 8:00 PM,2025,138-135,239.0,-4.0
BKN @ MIL,Nov 29 8:00 PM,2025,99-116,218.5,-11.5
NOP @ GSW,Nov 29 8:30 PM,2025,96-104,228.0,-10.0
DEN @ PHX,Nov 29 9:00 PM,2025,130-112,233.5,3.5
DAL @ LAC,Nov 29 10:00 PM,2025,114-110,224.5,-9.5
HOU @ UTA,Nov 30 3:00 PM,2025,129-101,233.5,11.5
BOS @ CLE,Nov 30 6:00 PM,2025,117-115,234.0,-7.5
TOR @ NYK,Nov 30 6:00 PM,2025,94-116,229.0,-8.5
ATL @ PHI,Nov 30 6:00 PM,2025,142-134,232.5,-3.0
OKC @ POR,Nov 30 6:00 PM,2025,123-115,234.0,11.5
SAS @ MIN,Nov 30 7:00 PM,2025,112-125,234.0,-4.5
MEM @ SAC,Nov 30 9:00 PM,2025,115-107,233.5,3.0
NOP @ LAL,Nov 30 9:30 PM,2025,121-133,228.5,-15.5
ATL @ DET,Dec 1 7:00 PM,2025,98-99,232.5,-9.5
CLE @ IND,Dec 1 7:00 PM,2025,135-119,231.5,4.5
MIL @ WAS,Dec 1 7:00 PM,2025,126-129,232.5,10.5
CHA @ BKN,Dec 1 7:30 PM,2025,103-116,228.0,4.5
LAC @ MIA,Dec 1 7:30 PM,2025,123-140,235.5,-6.0
CHI @ ORL,Dec 1 7:30 PM,2025,120-125,239.5,-9.5
DAL @ DEN,Dec 1 9:00 PM,2025,131-121,235.5,-11.0
HOU @ UTA,Dec 1 9:00 PM,2025,125-133,234.5,11.5
PHX @ LAL,Dec 1 10:00 PM,2025,125-108,231.5,-5.5
WAS @ PHI,Dec 2 7:00 PM,2025,102-121,234.5,-13.0
POR @ TOR,Dec 2 7:30 PM,2025,118-121,231.0,-5.0
NYK @ BOS,Dec 2 8:00 PM,2025,117-123,230.5,1.0
MIN @ NOP,Dec 2 8:00 PM,2025,149-142,229.5,12.5
MEM @ SAS,Dec 2 8:00 PM,2025,119-126,232.5,-5.0
OKC @ GSW,Dec 2 11:00 PM,2025,124-112,223.5,11.0
POR @ CLE,Dec 3 7:00 PM,2025,122-110,244.5,-10.0
DEN @ IND,Dec 3 7:00 PM,2025,135-120,237.5,8.0
SAS @ ORL,Dec 3 7:00 PM,2025,114-112,235.5,-8.0
LAC @ ATL,Dec 3 7:30 PM,2025,115-92,225.5,-1.5
CHA @ NYK,Dec 3 7:30 PM,2025,104-119,236.0,-9.0
BKN @ CHI,Dec 3 8:00 PM,2025,113-103,231.5,-8.0
SAC @ HOU,Dec 3 8:00 PM,2025,95-121,230.5,-15.5
DET @ MIL,Dec 3 8:00 PM,2025,109-113,228.5,4.5
MIA @ DAL,Dec 3 8:30 PM,2025,108-118,238.5,4.5
GSW @ PHI,Dec 4 7:00 PM,2025,98-99,224.0,-4.0
BOS @ WAS,Dec 4 7:00 PM,2025,146-101,231.0,10.5
UTA @ BKN,Dec 4 7:30 PM,2025,123-110,231.0,5.0
LAL @ TOR,Dec 4 7:30 PM,2025,123-120,228.5,-2.0
MIN @ NOP,Dec 4 8:00 PM,2025,125-116,233.5,11.5
LAL @ BOS,Dec 5 7:00 PM,2025,105-126,227.5,-9.0
MIA @ ORL,Dec 5 7:00 PM,2025,105-106,241.0,-6.5
DEN @ ATL,Dec 5 7:30 PM,2025,134-133,239.0,3.5
SAS @ CLE,Dec 5 7:30 PM,2025,117-130,238.5,-5.5
POR @ DET,Dec 5 7:30 PM,2025,116-122,235.5,-8.5
UTA @ NYK,Dec 5 7:30 PM,2025,112-146,243.0,-16.0
CHA @ TOR,Dec 5 7:30 PM,2025,111-86,230.0,-6.5
IND @ CHI,Dec 5 8:00 PM,2025,120-105,235.5,-4.5
PHX @ HOU,Dec 5 8:00 PM,2025,98-117,219.5,-8.5
